#chrom,st,end,accession,mRNA_size,gene_strand,Frag_count,FPM,FPKM
chrI,4265148,4265245,SPATRNASER.03.1,97,+,9,1.562616111,16.10944444
chrIII,1139535,1139618,SPCTRNALYS.11.1,75,-,7,1.215368086,16.20490782
chrIII,1726172,1727116,SPCC1450.01c.1,944,-,90,15.62616111,16.55313677
chrI,3157429,3157501,SPATRNAALA.03.1,72,+,7,1.215368086,16.88011231
chrI,3765433,3765505,SPATRNAGLU.03.1,72,-,7,1.215368086,16.88011231
chrII,1160892,1160994,SPBTRNAARG.05.1,72,-,7,1.215368086,16.88011231
chrI,4532856,4532927,SPATRNAASP.01.1,71,+,7,1.215368086,17.11786037
chrII,658450,658531,SPBTRNAMET.04.1,81,+,8,1.388992099,17.1480506
chrI,149657,149776,SPRRNA.10.1,119,+,12,2.083488148,17.50830377
chrII,3914042,3914121,SPBTRNALEU.10.1,79,+,8,1.388992099,17.58217846
chrIII,1069165,1069244,SPCTRNALEU.11.1,79,+,8,1.388992099,17.58217846
chrI,2802760,2802858,SPATRNALEU.02.1,98,-,10,1.736240123,17.71673595
chrI,42056,43307,SPAC977.07c.1,1251,-,128,22.22387358,17.76488695
chrII,2661795,2661978,SPBC3E7.17.1,183,+,19,3.298856234,18.0265368
chrI,79542,79628,SPNCRNA.76.1,86,+,9,1.562616111,18.16995478
chrII,1947984,1950255,SPBC16E9.16c.1,2268,-,240,41.66976296,18.37291136
chrII,1645043,1645126,SPBTRNALYS.08.1,75,+,8,1.388992099,18.51989465
chrI,5496843,5497448,SPAC869.09.1,605,-,65,11.2855608,18.65381951
chrI,934664,934738,SPATRNAALA.01.1,74,-,8,1.388992099,18.7701635
chrII,1643848,1643932,SPBTRNATYR.03.1,74,+,8,1.388992099,18.7701635
chrII,1645423,1645497,SPBTRNAchrILE.08.1,74,+,8,1.388992099,18.7701635
chrIII,1092933,1093016,SPCTRNAVAL.09.1,74,+,8,1.388992099,18.7701635
chrIII,1105977,1106060,SPCTRNAVAL.10.1,74,-,8,1.388992099,18.7701635
chrI,2510537,2510610,SPATRNACYS.02.1,73,+,8,1.388992099,19.02728902
chrIII,1097498,1097570,SPCTRNAGLU.10.1,72,-,8,1.388992099,19.29155693
chrII,63694,64021,SPNCRNA.289.1,327,+,37,6.424088457,19.64553045
chrII,44693,46836,SPBPB8B6.02c.1,2143,-,245,42.53788302,19.84968876
chrIII,1726097,1727277,SPNCRNA.1224.1,1180,+,135,23.43924167,19.86376412
chrII,83798,85528,SPNCRNA.1307.1,1730,+,198,34.37755444,19.87141875
chrI,2976789,2976979,SPRRNA.13.1,190,+,22,3.819728271,20.10383301
chrII,4508449,4508809,SPBCPT2R1.02.1,360,+,42,7.292208518,20.25613477
chrI,5578446,5579133,SPAC750.08c.1,687,-,81,14.063545,20.47095342
chrIII,2072079,2072174,SPCTRNASER.13.1,84,+,10,1.736240123,20.66952528
chrI,2144893,2145226,SPAC23C11.07.1,333,+,40,6.944960494,20.85573722
chrI,5552810,5554529,SPAC186.09.1,1719,+,207,35.94017055,20.90760358
chrI,3768289,3768363,SPATRNAchrILE.03.1,74,+,9,1.562616111,21.11643393
chrII,1598510,1598594,SPBTRNATYR.02.1,74,+,9,1.562616111,21.11643393
chrII,1629901,1629975,SPBTRNAALA.10.1,74,+,9,1.562616111,21.11643393
chrII,4031742,4031816,SPBTRNAASN.03.1,74,+,9,1.562616111,21.11643393
chrI,5511136,5512369,SPAC869.04.1,1233,-,152,26.39084988,21.40377119
chrIII,1067091,1067164,SPCTRNAARG.10.1,73,-,9,1.562616111,21.40570015
chrIII,1092594,1092667,SPCTRNAARG.12.1,73,-,9,1.562616111,21.40570015
chrI,2433047,2433119,SPATRNATHR.02.1,72,+,9,1.562616111,21.70300154
chrI,3164748,3164820,SPATRNATHR.04.1,72,+,9,1.562616111,21.70300154
chrI,4238305,4238401,SPSNORNA.14.1,96,+,12,2.083488148,21.70300154
chrIII,140966,141038,SPCTRNAGLU.09.1,72,+,9,1.562616111,21.70300154
chrI,3634369,3634504,SPRRNA.16.1,135,+,17,2.95160821,21.86376452
chrII,2261370,2261489,SPRRNA.34.1,119,-,15,2.604360185,21.88537971
chrI,146973,148055,SPAC5H10.01.1,1082,+,139,24.13373772,22.30474835
chrII,15980,16592,SPBC1348.06c.1,612,-,79,13.71629697,22.41224996
chrI,35767,36382,SPAC977.05c.1,615,-,80,13.88992099,22.58523738
chrI,146870,148041,SPNCRNA.612.1,1171,-,153,26.56447389,22.6852894
chrI,4195641,4196021,SPAC683.03.1,380,+,50,8.681200617,22.84526478
chrI,15854,16226,SPAC212.12.1,372,+,49,8.507576605,22.86982958
chrII,1504331,1504498,SPRRNA.33.1,167,+,22,3.819728271,22.87262438
chrII,4496372,4496984,SPBPB2B2.15.1,612,+,81,14.063545,22.97964869
chrI,95960,96966,SPAC1F8.05.1,1006,+,134,23.26561765,23.12685651
chrI,2684682,2684765,SPATRNALYS.04.1,75,-,10,1.736240123,23.14986831
chrII,2888449,2889979,SPBP4H10.09.1,1530,+,204,35.41929852,23.14986831
chrII,464526,464645,SPRRNA.28.1,119,+,16,2.777984197,23.34440502
chrI,4523297,4524731,SPAC27D7.09c.1,1434,-,195,33.85668241,23.60995984
chrI,5545614,5546613,SPAC186.07c.1,999,-,136,23.61286568,23.63650218
chrII,3883220,3883726,SPBC211.05.1,389,+,53,9.202072654,23.65571376
chrII,1647282,1647355,SPBTRNAARG.07.1,73,-,10,1.736240123,23.78411128
chrIII,1106326,1106399,SPCTRNAARG.13.1,73,+,10,1.736240123,23.78411128
chrI,2980427,2981839,SPAPB1A11.02.1,1315,+,181,31.42594623,23.89805797
chrII,4488683,4489829,SPNCRNA.1697.1,1146,-,158,27.43259395,23.93769106
chrII,58452,59684,SPNCRNA.1302.1,1232,+,170,29.5160821,23.95785885
chrII,22110,23529,SPBC1348.08c.1,1419,-,197,34.20393043,24.10424978
chrII,1503952,1504024,SPBTRNATHR.06.1,72,+,10,1.736240123,24.11444616
chrII,1601490,1601562,SPBTRNAGLU.06.1,72,-,10,1.736240123,24.11444616
chrII,1646828,1646900,SPBTRNAGLU.07.1,72,-,10,1.736240123,24.11444616
chrII,2790374,2790446,SPBTRNATHR.07.1,72,-,10,1.736240123,24.11444616
chrI,5442520,5442742,SPNCRNA.271.1,222,+,31,5.382344383,24.24479452
chrII,570155,570226,SPBTRNAGLY.06.1,71,+,10,1.736240123,24.45408625
chrII,1599336,1599407,SPBTRNAGLY.07.1,71,-,10,1.736240123,24.45408625
chrII,63601,64286,SPNCRNA.1303.1,685,+,97,16.8415292,24.58617401
chrIII,2022832,2023261,SPNCRNA.1255.1,429,-,61,10.59106475,24.68779663
chrII,667124,668819,SPBC947.05c.1,1695,+,245,42.53788302,25.09609618
chrI,3938841,3939103,SPNCRNA.950.1,262,+,38,6.597712469,25.18210866
chrII,38513,40277,SPBC1348.14c.1,1764,-,257,44.62137117,25.29556189
chrII,321633,322998,SPBC1773.17c.1,1365,-,199,34.55117846,25.31221865
chrI,33834,34272,SPAC977.03.1,438,+,64,11.11193679,25.3697187
chrIII,702365,703184,SPNCRNA.1152.1,819,-,120,20.83488148,25.43941573
chrI,1733763,1733838,SPATRNALYS.02.1,75,-,11,1.909864136,25.46485514
chrI,79208,79317,SPNCRNA.138.1,109,+,16,2.777984197,25.48609355
chrII,4515202,4515379,SPBCPT2R1.05c.1,177,-,26,4.514224321,25.50409221
chrII,445323,447177,SPBC428.03c.1,1854,-,273,47.39935537,25.56599534
chrIII,36420,36657,SPCP20C8.04.1,237,+,35,6.076840432,25.64067693
chrII,1598074,1598155,SPBTRNAMET.05.1,74,-,11,1.909864136,25.80897481
chrI,2979598,2980606,SPNCRNA.869.1,1008,-,150,26.04360185,25.8369066
chrI,3547888,3548049,SPRRNA.15.1,161,-,24,4.166976296,25.88184035
chrII,4497936,4499394,SPBPB2B2.16c.1,1458,-,219,38.0236587,26.07932696
chrII,2576375,2576448,SPBTRNAPHE.03.1,73,-,11,1.909864136,26.16252241
chrI,27352,27763,SPAC212.02.1,411,-,62,10.76468877,26.19145685
chrII,2118145,2119536,SPBC23G7.10c.1,1391,-,210,36.46104259,26.21210826
chrII,2827280,2827631,SPNCRNA.26.1,351,+,53,9.202072654,26.21673121
chrI,1025198,1025635,SPNCRNA.705.1,437,+,66,11.45918481,26.22239088
chrI,2578425,2578524,SPATRNAchrILE.02.1,99,+,15,2.604360185,26.30666854
chrIII,71399,71471,SPCTRNAHchrIS.03.1,72,+,11,1.909864136,26.52589077
chrII,2738940,2739592,SPNCRNA.406.1,652,+,100,17.36240123,26.62944975
chrII,2886000,2886371,SPNCRNA.410.1,371,+,57,9.896568703,26.67538734
chrI,1138565,1139117,SPAC56F8.07.1,552,+,85,14.75804105,26.73558161
chrI,3685632,3686831,SPAC15A10.05c.1,966,-,149,25.86997784,26.78051536
chrI,160976,161822,SPAC5H10.09c.1,846,-,131,22.74474562,26.8850421
chrII,1644674,1644745,SPBTRNAGLY.08.1,71,-,11,1.909864136,26.89949487
chrIII,820566,820637,SPCTRNAGLY.11.1,71,-,11,1.909864136,26.89949487
chrII,26154,28576,SPBC1348.10c.1,2358,-,366,63.54638852,26.94927418
chrI,5546204,5546648,SPNCRNA.61.1,444,+,69,11.98005685,26.98211003
chrII,83228,85631,SPBPB10D8.02c.1,2403,-,374,64.93538062,27.0226303
chrI,92386,93931,SPAC1F8.04c.1,1545,-,241,41.84338697,27.08309837
chrII,285908,288246,SPBC1773.03c.1,2338,-,365,63.3727645,27.10554513
chrII,33230,34780,SPBC1348.11.1,1542,+,241,41.84338697,27.13578922
chrI,2977509,2979357,SPNCRNA.868.1,1848,-,289,50.17733957,27.15224003
chrI,45874,48399,SPAC977.09c.1,2461,-,386,67.01886876,27.23237252
chrII,3031749,3032129,SPBC15D4.12c.1,342,-,54,9.375696666,27.41431774
chrIII,1736499,1738318,SPCC1450.07c.1,1385,-,219,38.0236587,27.4539052
chrI,598130,599439,SPNCRNA.665.1,1309,-,207,35.94017055,27.45620363
chrII,2826641,2827645,SPNCRNA.1554.1,1004,-,159,27.60621796,27.49623303
chrI,1838514,1840293,SPAC1399.05c.1,1662,+,265,46.01036327,27.68373241
chrIII,861512,862459,SPCC63.13.1,947,+,151,26.21722586,27.68450461
chrI,3830379,3830498,SPRRNA.17.1,119,+,19,3.298856234,27.72148096
chrII,3933387,3933894,SPNCRNA.545.1,507,+,81,14.063545,27.73874753
chrIII,1690944,1691075,SPRRNA.05.1,131,+,21,3.646104259,27.83285694
chrI,1599322,1600363,SPAC23H4.05c.1,1041,+,167,28.99521006,27.85322772
chrI,88200,90300,SPAC1F8.03c.1,2100,-,338,58.68491617,27.94519818
chrII,3938577,3938707,SPRRNA.36.1,130,+,21,3.646104259,28.04695584
chrI,4942225,4942435,SPAC1B3.21.1,210,+,34,5.90321642,28.11055438
chrII,323943,325565,SPBP26C9.02c.1,1622,-,263,45.66311525,28.15235219
chrI,3777191,3777265,SPATRNAALA.05.1,74,+,12,2.083488148,28.15524524
chrII,285675,285749,SPBTRNAALA.07.1,74,+,12,2.083488148,28.15524524
chrII,2032159,2032233,SPBTRNAASN.02.1,74,+,12,2.083488148,28.15524524
chrII,3814557,3814641,SPBTRNATYR.04.1,74,+,12,2.083488148,28.15524524
chrI,1607901,1608831,SPNCRNA.747.1,930,-,151,26.21722586,28.19056544
chrI,5353769,5354310,SPNCRNA.1075.1,541,+,88,15.27891309,28.24198352
chrI,4235079,4237874,SPAC1F7.08.1,2795,+,455,78.99892561,28.2643741
chrII,4469017,4471207,SPBPB2B2.06c.1,2190,-,357,61.98377241,28.30309242
chrII,13571,15378,SPBC1348.05.1,1807,+,295,51.21908364,28.34481662
chrI,4232997,4234760,SPAC1F7.07c.1,1763,-,288,50.00371555,28.36285624
chrI,5575192,5575564,SPAC750.07c.1,372,-,61,10.59106475,28.47060417
chrII,303,693,SPBC1348.15.1,390,-,64,11.11193679,28.49214561
chrI,1376586,1377072,SPAC57A10.06.1,402,+,66,11.45918481,28.50543486
chrII,3509702,3509903,SPBC1105.19.1,201,-,33,5.729592407,28.50543486
chrI,2542865,2544911,SPNCRNA.834.1,2046,+,336,58.33766815,28.51303428
chrI,1421148,1421221,SPATRNACYS.01.1,73,+,12,2.083488148,28.54093354
chrIII,1068181,1068254,SPCTRNAARG.11.1,73,-,12,2.083488148,28.54093354
chrIII,1105608,1105766,SPNCRNA.484.1,158,+,26,4.514224321,28.57104001
chrIII,1838334,1839525,SPCC1223.02.1,1191,+,196,34.03030642,28.57288532
chrIII,1338710,1340098,SPCC132.05c.1,1388,-,230,39.93352284,28.7705496
chrII,2114448,2115027,SPBC23G7.09.1,579,+,96,16.66790518,28.78740101
chrI,5548883,5550012,SPAC186.08c.1,993,-,165,28.64796204,28.84991142
chrI,4401732,4403868,SPAC29E6.01.1,2010,+,334,57.99042012,28.85095528
chrI,790797,791645,SPNCRNA.685.1,848,+,141,24.48098574,28.86908696
chrI,2844673,2844745,SPATRNATHR.03.1,72,-,12,2.083488148,28.93733539
chrI,5512756,5514865,SPAC869.03c.1,2109,+,352,61.11565234,28.97849803
chrII,12175,12750,SPBC1348.04.1,575,+,96,16.66790518,28.98766119
chrII,2660138,2660992,SPBC3E7.02c.1,854,-,143,24.82823376,29.07287326
chrIII,1952102,1953433,SPNCRNA.1246.1,1331,+,223,38.71815475,29.08952273
chrII,2885635,2886536,SPNCRNA.1559.1,901,+,151,26.21722586,29.09791994
chrII,1871846,1873320,SPBC3H7.06c.1,1404,+,236,40.97526691,29.18466304
chrII,287589,288017,SPNCRNA.300.1,428,-,72,12.50092889,29.20777778
chrII,4484022,4487569,SPBPB2B2.12c.1,3547,-,597,103.6535354,29.22287436
chrIII,1071092,1071175,SPCTRNALYS.10.1,83,+,14,2.430736173,29.28597799
chrIII,1092436,1092507,SPCTRNAASP.06.1,71,+,12,2.083488148,29.34490349
chrII,4483682,4487313,SPBPB2B2.11.1,3631,+,615,106.7787676,29.4075372
chrI,64558,66980,SPAC977.16c.1,2254,-,382,66.32437271,29.42518754
chrI,5492627,5494800,SPNCRNA.1091.1,2173,-,369,64.06726055,29.48332285
chrI,5353937,5354219,SPAC4D7.15.1,282,-,48,8.333952592,29.55302338
chrII,4210359,4210500,SPRRNA.38.1,141,-,24,4.166976296,29.55302338
chrI,62960,63862,SPAC977.15.1,902,+,154,26.7380979,29.64312406
chrI,2214732,2214814,SPATRNAVAL.03.1,82,-,14,2.430736173,29.64312406
chrI,5097849,5098212,SPAC1250.07.1,363,-,62,10.76468877,29.65478999
chrII,35111,36589,SPBC1348.12.1,1152,+,197,34.20393043,29.69091183
chrII,1599705,1599788,SPBTRNALYS.07.1,76,+,13,2.25711216,29.69884422
chrIII,523288,523475,SPRRNA.24.1,187,+,32,5.555968395,29.71106094
chrI,5172195,5172341,SPNCRNA.90.1,146,+,25,4.340600309,29.7301391
chrII,1412909,1414047,SPBC17A3.06.1,1138,+,195,33.85668241,29.75103902
chrII,4457660,4459842,SPBPB2B2.01.1,2182,+,374,64.93538062,29.75956948
chrII,2123316,2125438,SPNCRNA.1488.1,2122,+,365,63.3727645,29.86463926
chrII,3008601,3011536,SPNCRNA.1572.1,2935,+,506,87.85375024,29.93313467
chrII,2979660,2980446,SPBC2D10.08c.1,786,-,136,23.61286568,30.04181384
chrI,1818481,1820420,SPAC1002.12c.1,1939,-,336,58.33766815,30.08647145
chrIII,55578,56029,SPCC757.06.1,351,+,61,10.59106475,30.17397365
chrI,2172409,2173796,SPAC13F5.02c.1,1346,-,234,40.62801889,30.18426366
chrIII,853313,853428,SPRRNA.55.1,115,-,20,3.472480247,30.19548041
chrII,58135,59704,SPBPB21E7.01c.1,1569,-,273,47.39935537,30.20991419
chrII,2601157,2601839,SPNCRNA.1534.1,682,+,119,20.66125747,30.29509893
chrI,5538479,5539516,SPAC186.04c.1,1037,-,181,31.42594623,30.30467332
chrI,5463862,5465172,SPAC1039.08.1,1310,+,229,39.75989883,30.35106781
chrI,1886751,1888797,SPNCRNA.769.1,2046,-,358,62.15739642,30.37995915
chrI,1314923,1315020,SPATRNAPRO.02.1,97,-,17,2.95160821,30.42895062
chrIII,1689712,1689809,SPCTRNASER.11.1,97,+,17,2.95160821,30.42895062
chrI,3765007,3765081,SPATRNAALA.04.1,74,-,13,2.25711216,30.50151568
chrII,1618292,1618366,SPBTRNAchrILE.06.1,74,+,13,2.25711216,30.50151568
chrI,5521274,5523181,SPAC869.01.1,1907,-,336,58.33766815,30.59133096
chrII,3531242,3532680,SPBC1105.13c.1,1438,-,254,44.10049913,30.66794098
chrII,2123086,2125438,SPBC23G7.13c.1,2352,-,416,72.22758913,30.70900899
chrI,3176426,3177452,SPAC3G9.04.1,977,-,173,30.03695413,30.74406769
chrII,3209138,3209217,SPBTRNALEU.09.1,79,-,14,2.430736173,30.76881231
chrII,812833,813724,SPNCRNA.1385.1,891,-,158,27.43259395,30.7885454
chrI,2885669,2886792,SPNCRNA.56.1,1116,-,198,34.37755444,30.80426025
chrI,2399477,2399860,SPNCRNA.822.1,383,-,68,11.80643284,30.8261954
chrII,661587,665070,SPBC947.06c.1,3483,+,620,107.6468877,30.90637027
chrII,326651,326724,SPBTRNAARG.04.1,73,-,13,2.25711216,30.91934466
chrII,1602187,1602260,SPBTRNAASP.03.1,73,+,13,2.25711216,30.91934466
chrIII,925851,925924,SPCTRNAARG.09.1,73,+,13,2.25711216,30.91934466
chrIII,1093230,1093387,SPNCRNA.483.1,157,+,28,4.861472346,30.96479201
chrIII,2211102,2211623,SPNCRNA.1272.1,521,-,93,16.14703315,30.99238608
chrII,68354,68852,SPBPB21E7.06.1,498,+,89,15.4525371,31.02919096
chrII,783252,783498,SPRRNA.31.1,246,+,44,7.639456543,31.05470139
chrII,3350593,3350688,SPBTRNASER.06.1,95,+,17,2.95160821,31.0695601
chrII,2610659,2611329,SPNCRNA.1536.1,670,-,120,20.83488148,31.09683803
chrI,34297,34978,SPAC977.04.1,681,+,122,21.18212951,31.10444861
chrII,197659,199474,SPBC1198.14c.1,1815,-,326,56.60142802,31.18535979
chrI,7618,9274,SPAC212.09c.1,1656,+,299,51.91357969,31.34878001
chrI,1195591,1195663,SPATRNAALA.02.1,72,-,13,2.25711216,31.34878001
chrI,1449397,1449469,SPATRNAPRO.03.1,72,-,13,2.25711216,31.34878001
chrI,4715430,4715502,SPATRNATHR.05.1,72,+,13,2.25711216,31.34878001
chrII,4107638,4107710,SPBTRNAGLU.08.1,72,+,13,2.25711216,31.34878001
chrI,4796976,4797059,SPATRNAALA.06.1,83,+,15,2.604360185,31.37783356
chrI,5320612,5321854,SPNCRNA.1071.1,1242,-,225,39.06540278,31.45362542
chrII,2600789,2602096,SPNCRNA.1533.1,1307,-,237,41.14889092,31.48346666
chrI,71029,71470,SPNCRNA.137.1,441,+,80,13.88992099,31.49641947
chrI,2957838,2959192,SPAPB24D3.07c.1,1354,-,246,42.71150704,31.54468762
chrIII,2079420,2080662,SPCC576.01c.1,1242,-,226,39.23902679,31.59341931
chrIII,1878671,1879198,SPNCRNA.1240.1,527,-,96,16.66790518,31.62790358
chrII,3243308,3244568,SPBC19F8.07.1,1260,+,230,39.93352284,31.69327209
chrII,160356,162497,SPBC1683.09c.1,2141,-,391,67.88698882,31.70807512
chrI,1146832,1148085,SPAC56F8.12.1,1253,+,229,39.75989883,31.73176283
chrIII,1066627,1066709,SPCTRNASER.09.1,82,+,15,2.604360185,31.76049006
chrII,326234,326305,SPBTRNAGLY.05.1,71,+,13,2.25711216,31.79031212
chrII,4499757,4501251,SPNCRNA.448.1,1494,+,274,47.57297938,31.84269035
chrIII,2369107,2369790,SPCC70.09c.1,627,-,115,19.96676142,31.84491454
chrI,2523371,2524734,SPAC23H3.15c.1,1363,-,250,43.40600309,31.84593036
chrII,2788862,2789614,SPBC32F12.03c.1,752,-,138,23.9601137,31.86185333
chrII,2335175,2337787,SPBC24C6.09c.1,2612,-,480,83.33952592,31.90640349
chrII,1296914,1297260,SPBC3D6.16.1,288,+,53,9.202072654,31.95164116
chrI,281773,282745,SPAC1F5.05c.1,972,+,179,31.07869821,31.97396935
chrII,64486,65620,SPBPB21E7.04c.1,1134,-,209,36.28741858,31.99948728
chrI,5560188,5561901,SPAC750.02c.1,1713,-,316,54.8651879,32.02871448
chrII,4512230,4512620,SPBCPT2R1.03.1,390,+,72,12.50092889,32.05366382
chrII,2032409,2032528,SPRRNA.39.1,119,+,22,3.819728271,32.0985569
chrI,4230527,4231826,SPNCRNA.973.1,1299,-,241,41.84338697,32.21199921
chrII,107513,108774,SPNCRNA.1309.1,1261,-,234,40.62801889,32.21888889
chrIII,340647,342096,SPCC736.13.1,1449,-,269,46.70485932,32.2324771
chrI,4604710,4606362,SPNCRNA.1004.1,1652,+,307,53.30257179,32.26547929
chrI,1838821,1840290,SPNCRNA.764.1,1469,-,273,47.39935537,32.26640937
chrIII,1602953,1604750,SPCC777.04.1,1797,+,334,57.99042012,32.27068454
chrII,3926956,3928099,SPBC1604.03c.1,1143,+,213,36.98191463,32.35513091
chrI,3033455,3033916,SPAC1786.04.1,461,-,86,14.93166506,32.38972898
chrI,5174624,5175819,SPAC26F1.05.1,1195,-,223,38.71815475,32.4001295
chrI,23588,24054,SPAC212.03.1,466,-,87,15.10528907,32.41478342
chrI,1827611,1829708,SPAC1002.16c.1,2097,-,392,68.06061284,32.45618161
chrII,3007916,3011223,SPNCRNA.1571.1,3307,-,619,107.4732636,32.49871897
chrI,2885221,2886782,SPACUNK4.13c.1,1405,+,263,45.66311525,32.5004379
chrII,460830,464017,SPBC428.10.1,3187,+,597,103.6535354,32.52385798
chrII,4272083,4273442,SPNCRNA.1685.1,1359,+,255,44.27412315,32.57845706
chrII,1227761,1228307,SPBC725.12.1,426,+,80,13.88992099,32.60544833
chrI,1027810,1029993,SPAC139.05.1,2183,+,410,71.18584506,32.60918235
chrII,4412071,4413599,SPBC1289.14.1,1528,+,287,49.83009154,32.61131645
chrI,2911288,2912543,SPAC513.02.1,1255,+,236,40.97526691,32.64961507
chrIII,2072625,2074890,SPCPB1C11.02.1,2265,+,426,73.96382926,32.65511225
chrI,213840,214818,SPNCRNA.142.1,978,+,184,31.94681827,32.66545835
chrI,2523433,2525232,SPNCRNA.832.1,1799,+,339,58.85854018,32.7173653
chrI,122186,124116,SPAC11D3.09.1,1930,+,364,63.19914049,32.74566865
chrII,3032491,3033222,SPBC15D4.13c.1,615,-,116,20.14038543,32.7485942
chrI,1830608,1831951,SPAC1002.17c.1,1343,-,254,44.10049913,32.8373039
chrI,1772295,1772369,SPATRNAchrILE.01.1,74,+,14,2.430736173,32.84778612
chrI,3114507,3115380,SPAC688.03c.1,744,-,141,24.48098574,32.90455073
chrI,5426977,5428275,SPNCRNA.1083.1,1298,-,246,42.71150704,32.90562946
chrI,4787153,4787928,SPNCRNA.253.1,775,-,147,25.52272981,32.9325546
chrI,2381689,2382200,SPAC22H10.13.1,511,+,97,16.8415292,32.95798277
chrI,3076913,3077076,SPNCRNA.213.1,163,+,31,5.382344383,33.02051768
chrIII,1800726,1801508,SPCC285.04.1,782,+,149,25.86997784,33.08181309
chrII,520253,520494,SPRRNA.29.1,241,+,46,7.986704568,33.13985298
chrII,47055,49071,SPBPB8B6.03.1,2016,+,385,66.84524475,33.15736347
chrI,4664184,4664880,SPNCRNA.1012.1,696,-,133,23.09199364,33.17815178
chrIII,332007,332546,SPNCRNA.1131.1,539,+,103,17.88327327,33.1786146
chrI,90948,94038,SPNCRNA.605.1,3090,+,591,102.6117913,33.20769945
chrII,117891,121286,SPBC359.04c.1,3298,-,631,109.5567518,33.21914851
chrI,5535060,5536432,SPAC186.03.1,1372,+,263,45.66311525,33.28215397
chrIII,2309720,2310132,SPNCRNA.550.1,412,+,79,13.71629697,33.29198295
chrI,3700664,3700737,SPATRNACYS.03.1,73,+,14,2.430736173,33.29775579
chrI,5562607,5563045,SPAC750.03c.1,438,-,84,14.58441704,33.29775579
chrII,47368,51220,SPBPB8B6.04c.1,3760,-,722,125.3565369,33.3395045
chrIII,427444,428763,SPCC306.10.1,942,+,181,31.42594623,33.36087711
chrI,5267174,5269088,SPNCRNA.1064.1,1914,+,368,63.89363654,33.38225525
chrIII,1676910,1679347,SPNCRNA.583.1,2437,+,469,81.42966179,33.41389487
chrIII,1711954,1713007,SPCC191.05c.1,1053,-,203,35.24567451,33.47167569
chrII,4104162,4105623,SPNCRNA.1668.1,1461,+,282,48.96197148,33.51264304
chrIII,1091427,1091919,SPNCRNA.482.1,492,+,95,16.49428117,33.52496173
chrI,3159752,3162245,SPAC3G9.11c.1,2493,+,482,83.68677395,33.56870194
chrI,5462489,5463916,SPNCRNA.1085.1,1427,+,276,47.92022741,33.58109839
chrII,4272340,4274665,SPBC16A3.13.1,2325,-,450,78.13080555,33.60464755
